lp,"nr pasażera PEKA",data,linia - kierunek,"godzina wejścia","godzina wyjścia","czas podróży(min)","przystanek wejściowy","przystanek wyjściowy","liczba przejechanych przystanków"
731,731,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
732,732,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
733,733,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
734,734,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
735,735,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
736,736,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
737,737,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
738,738,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
739,739,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
740,740,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
741,741,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
742,742,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
743,743,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
744,744,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
745,745,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
746,746,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
747,747,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
748,748,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
749,749,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
750,750,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
751,751,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
752,752,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
753,753,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
754,754,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
755,755,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
756,756,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
757,757,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
758,758,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
759,759,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
760,760,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
761,761,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
762,762,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
763,763,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
764,764,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
765,765,2025-11-02,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
766,766,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
767,767,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
768,768,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
769,769,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
770,770,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
771,771,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
772,772,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
773,773,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
774,774,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
775,775,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
776,776,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
777,777,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
778,778,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
779,779,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
780,780,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
781,781,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
782,782,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
783,783,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
784,784,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
785,785,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
786,786,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
787,787,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
788,788,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
789,789,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
790,790,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
791,791,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
792,792,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
793,793,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
794,794,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
795,795,2025-11-03,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
796,796,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
797,797,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
798,798,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
799,799,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
800,800,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
801,801,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
802,802,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
803,803,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
804,804,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
805,805,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
806,806,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
807,807,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
808,808,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
809,809,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
810,810,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
811,811,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
812,812,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
813,813,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
814,814,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
815,815,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
816,816,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
817,817,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
818,818,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
819,819,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
820,820,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
821,821,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
822,822,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
823,823,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
824,824,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
825,825,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
826,826,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
827,827,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
828,828,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
829,829,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
830,830,2025-11-04,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
831,831,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
832,832,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
833,833,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
834,834,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
835,835,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
836,836,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
837,837,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
838,838,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
839,839,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
840,840,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
841,841,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
842,842,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
843,843,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
844,844,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
845,845,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
846,846,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
847,847,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
848,848,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
849,849,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
850,850,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
851,851,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
852,852,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
853,853,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
854,854,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
855,855,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
856,856,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
857,857,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
858,858,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
859,859,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
860,860,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
861,861,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
862,862,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
863,863,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
864,864,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
865,865,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
866,866,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
867,867,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
868,868,2025-11-05,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
869,869,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
870,870,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
871,871,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
872,872,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
873,873,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
874,874,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
875,875,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
876,876,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
877,877,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
878,878,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
879,879,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
880,880,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
881,881,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
882,882,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
883,883,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
884,884,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
885,885,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
886,886,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
887,887,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
888,888,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
889,889,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
890,890,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
891,891,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
892,892,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
893,893,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
894,894,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
895,895,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
896,896,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
897,897,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
898,898,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
899,899,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
900,900,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
901,901,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
902,902,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
903,903,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
904,904,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
905,905,2025-11-06,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
906,906,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
907,907,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
908,908,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
909,909,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
910,910,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
911,911,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
912,912,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
913,913,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
914,914,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
915,915,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
916,916,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
917,917,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
918,918,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
919,919,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
920,920,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
921,921,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
922,922,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
923,923,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
924,924,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
925,925,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
926,926,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
927,927,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
928,928,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
929,929,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
930,930,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
931,931,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
932,932,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
933,933,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
934,934,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
935,935,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
936,936,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
937,937,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
938,938,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
939,939,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
940,940,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
941,941,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
942,942,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
943,943,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
944,944,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
945,945,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
946,946,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
947,947,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
948,948,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
949,949,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
950,950,2025-11-07,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
951,951,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
952,952,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
953,953,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
954,954,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
955,955,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
956,956,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
957,957,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
958,958,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
959,959,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
960,960,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
961,961,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
962,962,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
963,963,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
964,964,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
965,965,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
966,966,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
967,967,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
968,968,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
969,969,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
970,970,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
971,971,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
972,972,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
973,973,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
974,974,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
